,shopid,userid
151,123841,0
152,126755,0
153,131372,0
154,137481,0
155,138218,0
156,140266,0
157,141910,0
158,146154,0
159,147915,0
160,148752,0
161,150722,0
162,152726,0
163,154403,0
164,162037,0
165,163288,0
166,169995,0
167,170555,0
168,175096,0
169,177248,0
170,177485,0
171,178079,0
172,182926,0
173,182937,0
174,183068,0
175,183074,0
176,185505,0
177,188768,0
178,192924,0
179,193202,0
180,195531,0
181,197358,0
182,204106,0
183,207723,0
184,212008,0
185,216823,0
186,218128,0
187,220988,0
188,221181,0
189,223188,0
190,223570,0
191,225246,0
192,225459,0
193,226382,0
194,226837,0
195,227775,0
196,229055,0
197,234234,0
198,236350,0
199,237534,0
200,238149,0
201,238658,0
202,240309,0
203,245986,0
204,246006,0
205,246949,0
206,254421,0
207,257066,0
208,257893,0
209,257944,0
210,257947,0
211,259306,0
212,267584,0
213,269305,0
214,270034,0
215,284152,0
216,286003,0
217,289603,0
218,299337,0
219,299742,0
220,301406,0
221,306551,0
222,316121,0
223,317002,0
224,318061,0
225,321806,0
226,326193,0
227,328380,0
228,331846,0
229,333873,0
230,341998,0
231,345987,0
232,346729,0
233,350672,0
234,359026,0
235,362146,0
236,367947,0
237,376068,0
238,378250,0
239,385094,0
240,385751,0
241,387321,0
242,389558,0
243,394628,0
244,395041,0
245,402318,0
246,406582,0
247,407841,0
248,413627,0
249,414995,0
250,418240,0
251,425364,0
252,439185,0
253,441961,0
254,443232,0
255,452619,0
256,454054,0
257,454559,0
258,473724,0
259,485965,0
260,501932,0
261,504110,0
262,506893,0
263,506938,0
264,508313,0
265,508339,0
266,522684,0
267,533723,0
268,533943,0
269,535209,0
270,538246,0
271,547961,0
272,554485,0
273,567545,0
274,571261,0
275,577768,0
276,592950,0
277,599533,0
278,605561,0
279,612396,0
280,615407,0
281,618063,0
282,620638,0
283,626540,0
284,626847,0
285,631546,0
286,638464,0
287,639650,0
288,640689,0
289,640697,0
290,641249,0
291,641804,0
292,646840,0
293,649202,0
294,652019,0
295,653280,0
296,653621,0
297,655338,0
298,657962,0
299,678608,0
300,680693,0
301,681607,0
302,685263,0
303,696058,0
304,699714,0
305,702892,0
306,713011,0
307,717700,0
308,720651,0
309,720918,0
310,721619,0
311,721647,0
312,722132,0
313,729191,0
314,731606,0
315,736620,0
316,738391,0
317,739014,0
318,742553,0
319,743111,0
320,743313,0
321,744308,0
322,746199,0
323,746561,0
324,746673,0
325,749589,0
326,749882,0
327,759265,0
328,760046,0
329,760726,0
330,762717,0
331,765475,0
332,769445,0
333,771564,0
334,772599,0
335,783093,0
336,793453,0
337,797978,0
338,798888,0
339,801940,0
340,803386,0
341,804140,0
342,811795,0
343,817166,0
344,823357,0
345,827522,0
346,833820,0
347,834490,0
348,834608,0
349,835520,0
350,842957,0
351,849371,0
352,854434,0
353,866481,0
354,868933,0
355,869267,0
356,872932,0
357,874959,0
358,875520,0
359,883177,0
360,888041,0
361,898958,0
362,899636,0
363,902313,0
364,902498,0
365,904272,0
366,908984,0
367,913300,0
368,920716,0
369,934866,0
370,937861,0
371,937944,0
372,938187,0
373,938492,0
374,939904,0
375,947259,0
376,947868,0
377,950097,0
378,951842,0
379,955597,0
380,955920,0
381,963871,0
382,966677,0
383,972252,0
384,984546,0
385,986631,0
386,995539,0
387,998058,0
388,998073,0
389,1005535,0
390,1007013,0
391,1011192,0
392,1012462,0
393,1014668,0
394,1016583,0
395,1017401,0
396,1022508,0
397,1024917,0
398,1025447,0
399,1026511,0
400,1026827,0
401,1026881,0
402,1028620,0
403,1039969,0
404,1041321,0
405,1048115,0
406,1058775,0
407,1072485,0
408,1077284,0
409,1078779,0
410,1078921,0
411,1079456,0
412,1096444,0
413,1102464,0
414,1109238,0
415,1115079,0
416,1122108,0
417,1134916,0
418,1137365,0
419,1141231,0
420,1143708,0
421,1144371,0
422,1166790,0
423,1169758,0
424,1175477,0
425,1180050,0
426,1189349,0
427,1209915,0
428,1216922,0
429,1224830,0
430,1232454,0
431,1257229,0
432,1262816,0
433,1268545,0
434,1273443,0
435,1274125,0
436,1275270,0
437,1277540,0
438,1277997,0
439,1291172,0
440,1302757,0
441,1314258,0
442,1322161,0
443,1326464,0
444,1329746,0
445,1335777,0
446,1335883,0
447,1337416,0
448,1340138,0
449,1346065,0
450,1346718,0
451,1350076,0
452,1352672,0
453,1359118,0
454,1361363,0
455,1368968,0
456,1401267,0
457,1418347,0
458,1484480,0
459,1491393,0
460,1530160,0
461,1531646,0
462,1532569,0
463,1548241,0
464,1588225,0
465,1594704,0
466,1628939,0
467,1645901,0
468,1675201,0
469,1679835,0
470,1702198,0
471,1709492,0
472,1721658,0
473,1731866,0
474,1746211,0
475,1748316,0
476,1751207,0
477,1769010,0
478,1770728,0
479,1791624,0
480,1806841,0
481,1808491,0
482,1808698,0
483,1819043,0
484,1835044,0
485,1869964,0
486,1872127,0
487,1882062,0
488,1889215,0
489,1898080,0
490,1907491,0
491,1953858,0
492,1987325,0
493,2008208,0
494,2012776,0
495,2013687,0
496,2015845,0
497,2025233,0
498,2044873,0
499,2051980,0
500,2069022,0
501,2101885,0
502,2102641,0
503,2135844,0
504,2151644,0
505,2153811,0
506,2178513,0
507,2196388,0
508,2201417,0
509,2228395,0
510,2230180,0
511,2239717,0
512,2251540,0
513,2269893,0
514,2290005,0
515,2300450,0
516,2325957,0
517,2333620,0
518,2358993,0
519,2364906,0
520,2395380,0
521,2424794,0
522,2445250,0
523,2459889,0
524,2472928,0
525,2489934,0
526,2495251,0
527,2497643,0
528,2507411,0
529,2512778,0
530,2529469,0
531,2530899,0
532,2540043,0
533,2561928,0
534,2564252,0
535,2564800,0
536,2581950,0
537,2583380,0
538,2601733,0
539,2618792,0
540,2622447,0
541,2625195,0
542,2626271,0
543,2626302,0
544,2628503,0
545,2630438,0
546,2652706,0
547,2679511,0
548,2702956,0
549,2715741,0
550,2717223,0
551,2721042,0
552,2722850,0
553,2728464,0
554,2730790,0
555,2735969,0
556,2746342,0
557,2766033,0
558,2767461,0
559,2772094,0
560,2776404,0
561,2801370,0
562,2805293,0
563,2810065,0
564,2816592,0
565,2817706,0
566,2831130,0
567,2839504,0
568,2847170,0
569,2855791,0
570,2856708,0
571,2859407,0
572,2875608,0
573,2878244,0
574,2888566,0
575,2889150,0
576,2892341,0
577,2892770,0
578,2897539,0
579,2900254,0
580,2900286,0
581,2901547,0
582,2906688,0
583,2907675,0
584,2951855,0
585,2955728,0
586,2969020,0
587,2987517,0
588,3006288,0
589,3010290,0
590,3020303,0
591,3038185,0
592,3072381,0
593,3089127,0
594,3090157,0
595,3096318,0
596,3110359,0
597,3114397,0
598,3123082,0
599,3124091,0
600,3136023,0
601,3160808,0
602,3215227,0
603,3257601,0
604,3269175,0
605,3272555,0
606,3285661,0
607,3300935,0
608,3315899,0
609,3318265,0
610,3320130,0
611,3341030,0
612,3371187,0
613,3407349,0
614,3417090,0
615,3421740,0
616,3423589,0
617,3437114,0
618,3457937,0
619,3461119,0
620,3464036,0
621,3481414,0
622,3485695,0
623,3494649,0
624,3536814,0
625,3553520,0
626,3558869,0
627,3564031,0
628,3566181,0
629,3570070,0
630,3570656,0
631,3575737,0
632,3589923,0
633,3589981,0
634,3592677,0
635,3599748,0
636,3602410,0
637,3612130,0
638,3616239,0
639,3616492,0
640,3623477,0
641,3664065,0
642,3667582,0
643,3670814,0
644,3678201,0
645,3678731,0
646,3682508,0
647,3687627,0
648,3698332,0
649,3701311,0
650,3711886,0
651,3736328,0
652,3740215,0
653,3766455,0
654,3861712,0
655,3890606,0
656,3894972,0
657,3902055,0
658,3904961,0
659,3923092,0
660,3925613,0
661,3937614,0
662,3959595,0
663,3966161,0
664,3983267,0
665,4042890,0
666,4043412,0
667,4115305,0
668,4147463,0
669,4148913,0
670,4149345,0
671,4150174,0
672,4150275,0
673,4156256,0
674,4185198,0
675,4196554,0
676,4196887,0
677,4198341,0
678,4206162,0
679,4207629,0
680,4265514,0
681,4280304,0
682,4293915,0
683,4298920,0
684,4300050,0
685,4302221,0
686,4303896,0
687,4303950,0
688,4315378,0
689,4316083,0
690,4323502,0
691,4355915,0
692,4365121,0
693,4366353,0
694,4367107,0
695,4367211,0
696,4377585,0
697,4381617,0
698,4387874,0
699,4393810,0
700,4396874,0
701,4411703,0
702,4429941,0
703,4456733,0
704,4477130,0
705,4478926,0
706,4498082,0
707,4498522,0
708,4520916,0
709,4523728,0
710,4563580,0
711,4570022,0
712,4570538,0
713,4575356,0
714,4597748,0
715,4632632,0
716,4658480,0
717,4669871,0
718,4677604,0
719,4685102,0
720,4686066,0
721,4706969,0
722,4713802,0
723,4732331,0
724,4785751,0
725,4795038,0
726,4798788,0
727,4854168,0
728,4856194,0
729,4857576,0
730,4862751,0
731,4867543,0
732,4878652,0
733,4886234,0
734,4888564,0
735,4918745,0
736,4923879,0
737,4937640,0
738,4946603,0
739,4946827,0
740,4967809,0
741,4968899,0
742,4970716,0
743,4975347,0
744,4986423,0
745,5007785,0
746,5013172,0
747,5030008,0
748,5033989,0
749,5084475,0
750,5117820,0
751,5123728,0
752,5135753,0
753,5161037,0
754,5179395,0
755,5185128,0
756,5255815,0
757,5263836,0
758,5283695,0
759,5288145,0
760,5295192,0
761,5329909,0
762,5354812,0
763,5358347,0
764,5359628,0
765,5427594,0
766,5506854,0
767,5514171,0
768,5525470,0
769,5526137,0
770,5564068,0
771,5576311,0
772,5585733,0
773,5595928,0
774,5609059,0
775,5649019,0
776,5651988,0
777,5652214,0
778,5654922,0
779,5696946,0
780,5739726,0
781,5765599,0
782,5806212,0
783,5807178,0
784,5808593,0
785,5857452,0
786,5859677,0
787,5859784,0
788,5873204,0
789,5892167,0
790,5914175,0
791,5920125,0
792,5923104,0
793,5955580,0
794,6018503,0
795,6036048,0
796,6042309,0
797,6043702,0
798,6045602,0
799,6072241,0
800,6075856,0
801,6078026,0
802,6094984,0
803,6116640,0
804,6119894,0
805,6123613,0
806,6152198,0
807,6219017,0
808,6246308,0
809,6259078,0
810,6275128,0
811,6285560,0
812,6307268,0
813,6314299,0
814,6360366,0
815,6372119,0
816,6378187,0
817,6379564,0
818,6396861,0
819,6404827,0
820,6406511,0
821,6439447,0
822,6460720,0
823,6492885,0
824,6523899,0
825,6533052,0
826,6544825,0
827,6549582,0
828,6601282,0
829,6653515,0
830,6655048,0
831,6707806,0
832,6738897,0
833,6750463,0
834,6757784,0
835,6764832,0
836,6765647,0
837,6778676,0
838,6831578,0
839,6849297,0
840,6849924,0
841,6853576,0
842,6859066,0
843,6865686,0
844,6878340,0
845,6890811,0
846,6904196,0
847,6930713,0
848,6932660,0
849,6938432,0
850,6940844,0
851,7037926,0
852,7086363,0
853,7166715,0
854,7190564,0
855,7197375,0
856,7197700,0
857,7210890,0
858,7245380,0
859,7245523,0
860,7250357,0
861,7272171,0
862,7303211,0
863,7303570,0
864,7333722,0
865,7341551,0
866,7343338,0
867,7365459,0
868,7368228,0
869,7388858,0
870,7396195,0
871,7404037,0
872,7409977,0
873,7424189,0
874,7450683,0
875,7495069,0
876,7507082,0
877,7524004,0
878,7529642,0
879,7536131,0
880,7536903,0
881,7548342,0
882,7549378,0
883,7555185,0
884,7555587,0
885,7568892,0
886,7595687,0
887,7599518,0
888,7600283,0
889,7603815,0
890,7610832,0
891,7617096,0
892,7644857,0
893,7649086,0
894,7733457,0
895,7764909,0
896,7767401,0
897,7767831,0
898,7770291,0
899,7792923,0
900,7820973,0
901,7823037,0
902,7830114,0
903,7831312,0
904,7831416,0
905,7835467,0
906,7837026,0
907,7837555,0
908,7848700,0
909,7870870,0
910,7873834,0
911,7876349,0
912,7892231,0
913,7924399,0
914,7924947,0
915,7950607,0
916,7966542,0
917,7975018,0
918,7985925,0
919,8015682,0
920,8019790,0
921,8043008,0
922,8051258,0
923,8076673,0
924,8078078,0
925,8078473,0
926,8090602,0
927,8092866,0
928,8121841,0
929,8145849,0
930,8152883,0
931,8167351,0
932,8221441,0
933,8223757,0
934,8255220,0
935,8263559,0
936,8275177,0
937,8289407,0
938,8296791,0
939,8296887,0
940,8321957,0
941,8328807,0
942,8337481,0
943,8360517,0
944,8362239,0
945,8366918,0
946,8368571,0
947,8388978,0
948,8422673,0
949,8442540,0
950,8453612,0
951,8463086,0
952,8463087,0
953,8510293,0
954,8527682,0
955,8528033,0
956,8528955,0
957,8535926,0
958,8562362,0
959,8566282,0
960,8570024,0
961,8573568,0
962,8594509,0
963,8605274,0
964,8648178,0
965,8697783,0
966,8715449,0
967,8719863,0
968,8722247,0
969,8745774,0
970,8758683,0
971,8763452,0
972,8777361,0
973,8781351,0
974,8801197,0
975,8808060,0
976,8809291,0
977,8834373,0
978,8834405,0
979,8835473,0
980,8840787,0
981,8858742,0
982,8926646,0
983,8926805,0
984,8930674,0
985,8938372,0
986,8938654,0
987,8966656,0
988,8971552,0
989,8987560,0
990,8996761,0
991,8997794,0
992,9004534,0
993,9017164,0
994,9017285,0
995,9020733,0
996,9026758,0
997,9027162,0
998,9029100,0
999,9038843,0
1000,9048950,0
1001,9109593,0
1002,9143532,0
1003,9153340,0
1004,9159233,0
1005,9175583,0
1006,9175716,0
1007,9176579,0
1008,9208160,0
1009,9211634,0
1010,9217865,0
1011,9245782,0
1012,9246882,0
1013,9274692,0
1014,9284482,0
1015,9287546,0
1016,9295996,0
1017,9364782,0
1018,9372692,0
1019,9374147,0
1020,9382509,0
1021,9420081,0
1022,9424512,0
1023,9445262,0
1024,9452640,0
1025,9463080,0
1026,9464184,0
1027,9465894,0
1028,9466594,0
1029,9481094,0
1030,9490500,0
1031,9493048,0
1032,9497106,0
1033,9530275,0
1034,9593938,0
1035,9597511,0
1036,9611235,0
1037,9625812,0
1038,9639146,0
1039,9641401,0
1040,9656534,0
1041,9664839,0
1042,9670298,0
1043,9676950,0
1044,9677981,0
1045,9684704,0
1046,9688925,0
1047,9689507,0
1048,9690513,0
1049,9698290,0
1050,9717435,0
1051,9719059,0
1052,9722353,0
1053,9730345,0
1054,9756981,0
1055,9780129,0
1056,9780494,0
1057,9780782,0
1058,9782095,0
1059,9811974,0
1060,9817554,0
1061,9822771,0
1062,9837716,0
1063,9848376,0
1064,9853874,0
1065,9854477,0
1066,9880889,0
1067,9885746,0
1068,9885796,0
1069,9885980,0
1070,9886018,0
1071,9886045,0
1072,9912692,0
1073,9914371,0
1074,9916762,0
1075,9930397,0
1076,9934370,0
1077,9937200,0
1078,9939921,0
1079,9944513,0
1080,9971311,0
1081,10003504,0
1082,10005273,0
1083,10010348,0
1084,10011013,0
1085,10053260,0
1086,10063876,0
1087,10074104,0
1088,10074201,0
1089,10075073,0
1090,10083482,0
1091,10094244,0
1092,10094333,0
1093,10127206,0
1094,10127469,0
1095,10131460,0
1096,10156637,0
1097,10176886,0
1098,10179385,0
1099,10180341,0
1100,10185414,0
1101,10198652,0
1102,10199219,0
1103,10202952,0
1104,10203122,0
1105,10206302,0
1106,10207655,0
1107,10228730,0
1108,10233884,0
1109,10246772,0
1110,10255386,0
1111,10278029,0
1112,10333904,0
1113,10342387,0
1114,10343572,0
1115,10343599,0
1116,10349073,0
1117,10370643,0
1118,10384253,0
1119,10445843,0
1120,10448617,0
1121,10462400,0
1122,10496799,0
1123,10498480,0
1124,10577861,0
1125,10596997,0
1126,10615277,0
1127,10620761,0
1128,10621150,0
1129,10634098,0
1130,10644884,0
1131,10675977,0
1132,10678993,0
1133,10685129,0
1134,10686840,0
1135,10720260,0
1136,10725621,0
1137,10763290,0
1138,10802845,0
1139,10883196,0
1140,10884344,0
1141,10885840,0
1142,10888295,0
1143,10891360,0
1144,10915793,0
1145,10915894,0
1146,10917954,0
1147,10918500,0
1148,10923507,0
1149,10926029,0
1150,10928026,0
1151,10962650,0
1152,10967887,0
1153,10992880,0
1154,11013198,0
1155,11018558,0
1156,11018706,0
1157,11020063,0
1158,11039679,0
1159,11050324,0
1160,11051083,0
1161,11137326,0
1162,11151925,0
1163,11174650,0
1164,11175204,0
1165,11177429,0
1166,11186602,0
1167,11194196,0
1168,11211738,0
1169,11219663,0
1170,11237119,0
1171,11237397,0
1172,11238223,0
1173,11241526,0
1174,11252572,0
1175,11263516,0
1176,11271939,0
1177,11272000,0
1178,11276646,0
1179,11278543,0
1180,11284464,0
1181,11286254,0
1182,11286614,0
1183,11288487,0
1184,11289140,0
1185,11292840,0
1186,11323894,0
1187,11323906,0
1188,11341276,0
1189,11342466,0
1190,11355105,0
1191,11411322,0
1192,11424929,0
1193,11425471,0
1194,11428474,0
1195,11434776,0
1196,11435348,0
1197,11436014,0
1198,11449185,0
1199,11466819,0
1200,11474407,0
1201,11474437,0
1202,11509276,0
1203,11509563,0
1204,11509993,0
1205,11564859,0
1206,11569559,0
1207,11588846,0
1208,11596986,0
1209,11604560,0
1210,11612863,0
1211,11660410,0
1212,11713695,0
1213,11719013,0
1214,11720770,0
1215,11722703,0
1216,11729465,0
1217,11735390,0
1218,11777004,0
1219,11809607,0
1220,11824880,0
1221,11849988,0
1222,11850040,0
1223,11870800,0
1224,11896733,0
1225,11897879,0
1226,11903315,0
1227,11955181,0
1228,11985799,0
1229,12015632,0
1230,12028807,0
1231,12049143,0
1232,12067888,0
1233,12069129,0
1234,12076626,0
1235,12078788,0
1236,12100435,0
1237,12107939,0
1238,12112156,0
1239,12152108,0
1240,12164287,0
1241,12165119,0
1242,12165742,0
1243,12166345,0
1244,12172935,0
1245,12216137,0
1246,12221170,0
1247,12243913,0
1248,12249378,0
1249,12273026,0
1250,12293612,0
1251,12351796,0
1252,12399291,0
1253,12405201,0
1254,12409211,0
1255,12436257,0
1256,12454721,0
1257,12466792,0
1258,12480907,0
1259,12487709,0
1260,12496837,0
1261,12500590,0
1262,12500653,0
1263,12500801,0
1264,12512432,0
1265,12513859,0
1266,12522006,0
1267,12530609,0
1268,12536959,0
1269,12537642,0
1270,12591446,0
1271,12597188,0
1272,12622901,0
1273,12661125,0
1274,12662873,0
1275,12664830,0
1276,12665482,0
1277,12666270,0
1278,12667503,0
1279,12667894,0
1280,12668556,0
1281,12669187,0
1282,12669474,0
1283,12669896,0
1284,12670165,0
1285,12692969,0
1286,12694316,0
1287,12695177,0
1288,12709662,0
1289,12714728,0
1290,12754731,0
1291,12791326,0
1292,12828222,0
1293,12839980,0
1294,12841612,0
1295,12852945,0
1296,12854905,0
1297,12855361,0
1298,12878356,0
1299,12908969,0
1300,12938022,0
1301,12953638,0
1302,12989242,0
1303,12990524,0
1304,12991104,0
1305,12995084,0
1306,12998987,0
1307,13010439,0
1308,13026492,0
1309,13033801,0
1310,13033941,0
1311,13034017,0
1312,13034191,0
1313,13040634,0
1314,13056041,0
1315,13089439,0
1316,13111103,0
1317,13126620,0
1318,13138381,0
1319,13172049,0
1320,13229849,0
1321,13300398,0
1322,13327074,0
1323,13347981,0
1324,13360949,0
1325,13363177,0
1326,13372067,0
1327,13390110,0
1328,13416945,0
1329,13436301,0
1330,13438237,0
1331,13441512,0
1332,13448324,0
1333,13451191,0
1334,13479515,0
1335,13480088,0
1336,13486527,0
1337,13494161,0
1338,13495361,0
1339,13530930,0
1340,13538662,0
1341,13576828,0
1342,13600944,0
1343,13661676,0
1344,13676621,0
1345,13700152,0
1346,13727679,0
1347,13734672,0
1348,13735592,0
1349,13756617,0
1350,13779275,0
1351,13782202,0
1352,13782287,0
1353,13782483,0
1354,13830581,0
1355,13840154,0
1356,13842071,0
1357,13844240,0
1358,13844511,0
1359,13845445,0
1360,13866306,0
1361,13978311,0
1362,13990978,0
1363,14021173,0
1364,14050429,0
1365,14061288,0
1366,14065830,0
1367,14066057,0
1368,14095076,0
1369,14097889,0
1370,14114849,0
1371,14115192,0
1372,14134779,0
1373,14136468,0
1374,14145886,0
1375,14146234,0
1376,14147284,0
1377,14174611,0
1378,14175352,0
1379,14181600,0
1380,14184981,0
1381,14211419,0
1382,14297919,0
1383,14333417,0
1384,14358046,0
1385,14390894,0
1386,14391714,0
1387,14420689,0
1388,14447885,0
1389,14482781,0
1390,14502059,0
1391,14509611,0
1392,14521441,0
1393,14548350,0
1394,14565270,0
1395,14568471,0
1396,14579409,0
1397,14583474,0
1398,14598427,0
1399,14631842,0
1400,14636830,0
1401,14640343,0
1402,14646941,0
1403,14648174,0
1404,14651234,0
1405,14654575,0
1406,14665818,0
1407,14670331,0
1408,14680759,0
1409,14681983,0
1410,14695339,0
1411,14695382,0
1412,14695820,0
1413,14722991,0
1414,14740499,0
1415,14746992,0
1416,14747632,0
1417,14761238,0
1418,14847256,0
1419,14871556,0
1420,14885158,0
1421,14888517,0
1422,14893503,0
1423,14896302,0
1424,14924365,0
1425,14925171,0
1426,14925755,0
1427,14943685,0
1428,14979278,0
1429,15037005,0
1430,15042184,0
1431,15049185,0
1432,15050500,0
1433,15055507,0
1434,15103870,0
1435,15159953,0
1436,15172855,0
1437,15235546,0
1438,15236712,0
1439,15271565,0
1440,15272119,0
1441,15287396,0
1442,15289750,0
1443,15290046,0
1444,15290976,0
1445,15335386,0
1446,15336163,0
1447,15367733,0
1448,15374175,0
1449,15386062,0
1450,15386323,0
1451,15402452,0
1452,15406109,0
1453,15450705,0
1454,15454852,0
1455,15478158,0
1456,15566063,0
1457,15579427,0
1458,15599627,0
1459,15602889,0
1460,15611828,0
1461,15612685,0
1462,15618985,0
1463,15620157,0
1464,15644272,0
1465,15651865,0
1466,15690156,0
1467,15742106,0
1468,15920950,0
1469,15933442,0
1470,15935038,0
1471,15939288,0
1472,15955144,0
1473,15961547,0
1474,16001939,0
1475,16006503,0
1476,16007057,0
1477,16012563,0
1478,16021373,0
1479,16022985,0
1480,16027971,0
1481,16037330,0
1482,16049246,0
1483,16073692,0
1484,16075841,0
1485,16157778,0
1486,16171243,0
1487,16174733,0
1488,16174997,0
1489,16175315,0
1490,16175676,0
1491,16175883,0
1492,16191840,0
1493,16194072,0
1494,16226024,0
1495,16232314,0
1496,16246487,0
1497,16246768,0
1498,16260523,0
1499,16282102,0
1500,16293797,0
1501,16296555,0
1502,16296879,0
1503,16305042,0
1504,16335119,0
1505,16343535,0
1506,16377551,0
1507,16379606,0
1508,16386086,0
1509,16391635,0
1510,16399179,0
1511,16399954,0
1512,16419002,0
1513,16443131,0
1514,16491690,0
1515,16519340,0
1516,16524014,0
1517,16525620,0
1518,16530705,0
1519,16569874,0
1520,16572352,0
1521,16573133,0
1522,16576029,0
1523,16579310,0
1524,16587763,0
1525,16598316,0
1526,16613121,0
1527,16613456,0
1528,16617513,0
1529,16617519,0
1530,16618662,0
1531,16629965,0
1532,16631090,0
1533,16635710,0
1534,16643222,0
1535,16647556,0
1536,16666326,0
1537,16666500,0
1538,16678431,0
1539,16678492,0
1540,16680589,0
1541,16687218,0
1542,16718470,0
1543,16727400,0
1544,16727847,0
1545,16732622,0
1546,16732896,0
1547,16754714,0
1548,16763244,0
1549,16764055,0
1550,16797946,0
1551,16801010,0
1552,16813344,0
1553,16850195,0
1554,16860220,0
1555,16864285,0
1556,16872255,0
1557,16875892,0
1558,16876197,0
1559,16909708,0
1560,16911785,0
1561,16915548,0
1562,16957045,0
1563,16973878,0
1564,16980173,0
1565,16985871,0
1566,17011899,0
1567,17012112,0
1568,17013217,0
1569,17020208,0
1570,17025264,0
1571,17030485,0
1572,17032156,0
1573,17072451,0
1574,17074854,0
1575,17079611,0
1576,17088210,0
1577,17106527,0
1578,17173058,0
1579,17174494,0
1580,17195716,0
1581,17205119,0
1582,17212658,0
1583,17217629,0
1584,17219984,0
1585,17236176,0
1586,17239015,0
1587,17241257,0
1588,17243348,0
1589,17256647,0
1590,17287844,0
1591,17312368,0
1592,17313814,0
1593,17335851,0
1594,17347918,0
1595,17381012,0
1596,17424566,0
1597,17429452,0
1598,17443033,0
1599,17445114,0
1600,17469117,0
1601,17483140,0
1602,17508347,0
1603,17563155,0
1604,17594493,0
1605,17594538,0
1606,17604335,0
1607,17628187,0
1608,17637832,0
1609,17651150,0
1610,17674116,0
1611,17678304,0
1612,17690724,0
1613,17740225,0
1614,17749654,0
1615,17780650,0
1616,17816159,0
1617,17823595,0
1618,17824459,0
1619,17838524,0
1620,17842027,0
1621,17861026,0
1622,17900571,0
1623,17908751,0
1624,17911218,0
1625,17914686,0
1626,17918802,0
1627,17922709,0
1628,17939870,0
1629,17965099,0
1630,18083587,0
1631,18092986,0
1632,18102456,0
1633,18103392,0
1634,18110403,0
1635,18140359,0
1636,18162078,0
1637,18173522,0
1638,18174855,0
1639,18177704,0
1640,18185692,0
1641,18190345,0
1642,18219559,0
1643,18229789,0
1644,18254273,0
1645,18268481,0
1646,18289354,0
1647,18307075,0
1648,18311141,0
1649,18316510,0
1650,18354006,0
1651,18358225,0
1652,18374409,0
1653,18378421,0
1654,18381281,0
1655,18449729,0
1656,18451430,0
1657,18487308,0
1658,18546553,0
1659,18552153,0
1660,18584105,0
1661,18584244,0
1662,18584284,0
1663,18584363,0
1664,18610581,0
1665,18640536,0
1666,18653929,0
1667,18654190,0
1668,18654294,0
1669,18671802,0
1670,18672068,0
1671,18689627,0
1672,18690987,0
1673,18696199,0
1674,18718983,0
1675,18723020,0
1676,18741492,0
1677,18746326,0
1678,18758200,0
1679,18784557,0
1680,18784700,0
1681,18784747,0
1682,18784836,0
1683,18784939,0
1684,18784986,0
1685,18785085,0
1686,18785091,0
1687,18789051,0
1688,18794361,0
1689,18794384,0
1690,18794513,0
1691,18796143,0
1692,18796234,0
1693,18796328,0
1694,18799352,0
1695,18821148,0
1696,18852163,0
1697,18852277,0
1698,18874944,0
1699,19001607,0
1700,19041109,0
1701,19051363,0
1702,19051557,0
1703,19051639,0
1704,19051703,0
1705,19051757,0
1706,19051805,0
1707,19051912,0
