shopid,userid
6865686,0
6878340,0
6890811,0
6904196,0
6930713,0
6932660,0
6938432,0
6940844,0
7037926,0
7086363,0
7166715,0
7190564,0
7197375,0
7197700,0
7210890,0
7245380,0
7245523,0
7250357,0
7272171,0
7303211,0
7303570,0
7333722,0
7341551,0
7343338,0
7365459,0
7368228,0
7388858,0
7396195,0
7404037,0
7409977,0
7424189,0
7450683,0
7495069,0
7507082,0
7524004,0
7529642,0
7536131,0
7536903,0
7548342,0
7549378,0
7555185,0
7555587,0
7568892,0
7595687,0
7599518,0
7600283,0
7603815,0
7610832,0
7617096,0
7644857,0
7649086,0
7733457,0
7764909,0
7767401,0
7767831,0
7770291,0
7792923,0
7820973,0
7823037,0
7830114,0
7831312,0
7831416,0
7835467,0
7837026,0
7837555,0
7848700,0
7870870,0
7873834,0
7876349,0
7892231,0
7924399,0
7924947,0
7950607,0
7966542,0
7975018,0
7985925,0
8015682,0
8019790,0
8043008,0
8051258,0
8076673,0
8078078,0
8078473,0
8090602,0
8092866,0
8121841,0
8145849,0
8152883,0
8167351,0
8221441,0
8223757,0
8255220,0
8263559,0
8275177,0
8289407,0
8296791,0
8296887,0
8321957,0
8328807,0
8337481,0
8360517,0
8362239,0
8366918,0
8368571,0
8388978,0
8422673,0
8442540,0
8453612,0
8463086,0
8463087,0
8510293,0
8527682,0
8528033,0
8528955,0
8535926,0
8562362,0
8566282,556867
8570024,0
8573568,0
8594509,0
8605274,0
8648178,0
8697783,0
8715449,9753706
8719863,0
8722247,0
8745774,0
8758683,0
8763452,0
8777361,0
8781351,0
8801197,0
8808060,0
8809291,0
8834373,0
8834405,0
8835473,0
8840787,0
8858742,0
8926646,0
8926805,0
8930674,0
8938372,0
8938654,0
8966656,0
8971552,0
8987560,0
8996761,215382704&162508227&137245836&13135622
8997794,0
9004534,0
9017164,0
9017285,0
9020733,0
9026758,0
9027162,0
9029100,0
9038843,0
9048950,0
9109593,0
9143532,0
9153340,0
9159233,0
9175583,0
9175716,0
9176579,0
9208160,0
9211634,0
9217865,0
9245782,0
9246882,0
9274692,0
9284482,0
9287546,0
9295996,0
9364782,0
9372692,139795934
9374147,0
9382509,0
9420081,0
9424512,0
9445262,0
9452640,0
9463080,0
9464184,0
9465894,0
9466594,0
9481094,0
9490500,0
9493048,0
9497106,0
9530275,0
9593938,0
9597511,0
9611235,0
9625812,0
9639146,0
9641401,0
9656534,0
9664839,0
9670298,0
9676950,210920501
9677981,0
9684704,0
9688925,0
9689507,0
9690513,0
9698290,0
9717435,0
9719059,0
9722353,0
9730345,0
9756981,0
9780129,0
9780494,0
9780782,0
9782095,0
9811974,0
9817554,0
9822771,0
9837716,0
9848376,0
9853874,0
9854477,0
9880889,0
9885746,0
9885796,0
9885980,0
9886018,0
9886045,0
9912692,0
9914371,0
9916762,0
9930397,0
9934370,0
9937200,0
9939921,0
9944513,0
9971311,0
10003504,0
10005273,0
10010348,0
10011013,0
10053260,0
10063876,0
10074104,0
10074201,0
10075073,0
10083482,0
10094244,0
10094333,0
10127206,0
10127469,0
10131460,0
10156637,0
10176886,0
10179385,0
10180341,0
10185414,0
10198652,0
10199219,8405753
10202952,0
10203122,0
10206302,95058664
10207655,0
10228730,0
10233884,0
10246772,0
10255386,0
10278029,0
10333904,0
10342387,0
10343572,0
10343599,0
10349073,0
10370643,0
10384253,0
10445843,0
10448617,0
10462400,0
10496799,0
10498480,199416406
10577861,0
10596997,0
10615277,0
10620761,0
10621150,0
10634098,0
10644884,0
10675977,0
10678993,0
10685129,0
10686840,0
10720260,0
10725621,0
10763290,0
10802845,0
10883196,0
10884344,0
10885840,0
10888295,0
10891360,0
10915793,0
10915894,0
10917954,0
10918500,0
10923507,0
10926029,0
10928026,0
10962650,0
10967887,0
10992880,0
11013198,0
11018558,0
11018706,0
11020063,0
11039679,0
11050324,0
11051083,0
11137326,0
11151925,0
11174650,0
11175204,0
11177429,0
11186602,0
11194196,0
11211738,0
11219663,0
11237119,0
11237397,0
11238223,0
11241526,0
11252572,0
11263516,0
11271939,0
11272000,0
11276646,0
11278543,0
11284464,0
11286254,0
11286614,0
11288487,0
11289140,0
11292840,0
11323894,0
11323906,0
11341276,0
11342466,152292010
11355105,0
11411322,0
11424929,0
11425471,0
11428474,0
11434776,0
11435348,0
11436014,0
11449185,0
11466819,0
11474407,0
11474437,148215831
11509276,0
11509563,0
11509993,0
11564859,0
11569559,0
11588846,0
11596986,0
11604560,0
11612863,214546342
11660410,0
11713695,0
11719013,0
11720770,0
11722703,0
11729465,0
11735390,0
11777004,0
11809607,136680607
11824880,0
11849988,148215831
11850040,0
11870800,0
11896733,156614746
11897879,0
11903315,0
11955181,0
11985799,0
12015632,0
12028807,0
12049143,0
12067888,0
12069129,0
12076626,0
12078788,214588488
12100435,0
12107939,0
12112156,0
12152108,0
12164287,0
12165119,0
12165742,0
12166345,0
12172935,0
12216137,0
12221170,0
12243913,0
12249378,0
12273026,0
12293612,0
12351796,0
12399291,0
12405201,0
12409211,0
12436257,0
12454721,0
12466792,0
12480907,0
12487709,0
12496837,0
12500590,0
12500653,0
12500801,0
12512432,0
12513859,0
12522006,0
12530609,0
12536959,0
12537642,48412388
12591446,0
12597188,0
12622901,0
12661125,0
12662873,0
12664830,0
12665482,0
12666270,0
12667503,0
12667894,0
12668556,0
12669187,0
12669474,0
12669896,0
12670165,0
12692969,0
12694316,0
12695177,0
12709662,0
12714728,0
12754731,0
12791326,0
12828222,0
12839980,0
12841612,0
12852945,0
12854905,0
12855361,0
12878356,0
12908969,0
12938022,0
12953638,0
12989242,0
12990524,0
12991104,0
12995084,0
12998987,0
13010439,0
13026492,0
13033801,0
13033941,0
13034017,0
13034191,0
13040634,0
13056041,0
13089439,0
13111103,0
13126620,0
13138381,0
13172049,0
13229849,0
13300398,0
13327074,0
13347981,0
13360949,0
13363177,0
13372067,0
13390110,0
13416945,0
13436301,0
13438237,0
13441512,0
13448324,0
13451191,0
13479515,0
13480088,0
13486527,0
13494161,0
13495361,0
13530930,0
13538662,0
13576828,0
13600944,0
13661676,0
13676621,0
13700152,0
13727679,0
13734672,0
13735592,215424202
13756617,0
13779275,0
13782202,0
13782287,0
13782483,0
13830581,0
13840154,0
13842071,0
13844240,0
13844511,0
13845445,0
13866306,0
13978311,0
13990978,0
14021173,0
14050429,0
14061288,0
14065830,0
14066057,0
14095076,0
14097889,0
14114849,0
14115192,0
14134779,0
14136468,0
14145886,0
14146234,0
14147284,0
14174611,0
14175352,0
14181600,0
14184981,32594
14211419,0
14297919,0
14333417,0
14358046,0
14390894,0
14391714,0
14420689,0
14447885,0
14482781,0
14502059,0
14509611,0
14521441,0
14548350,0
14565270,0
14568471,0
14579409,0
14583474,0
14598427,0
14631842,0
14636830,0
14640343,0
14646941,200925208
14648174,0
14651234,0
14654575,0
14665818,0
14670331,0
14680759,0
14681983,0
14695339,0
14695382,0
14695820,0
14722991,0
14740499,0
14746992,0
14747632,0
14761238,0
14847256,0
14871556,0
14885158,0
14888517,0
14893503,0
14896302,0
14924365,0
14925171,0
14925755,0
14943685,0
14979278,0
15037005,0
15042184,0
15049185,0
15050500,0
15055507,0
15103870,0
15159953,0
15172855,0
15235546,0
15236712,0
15271565,0
15272119,0
15287396,0
15289750,0
15290046,0
15290976,0
15335386,0
15336163,0
15367733,0
15374175,0
15386062,0
15386323,0
15402452,0
15406109,0
15450705,0
15454852,0
15478158,0
15566063,0
15579427,0
15599627,0
15602889,0
15611828,0
15612685,0
15618985,0
15620157,0
15644272,0
15651865,0
15690156,0
15742106,0
15920950,211907762
15933442,0
15935038,0
15939288,0
15955144,0
15961547,0
16001939,205729485
16006503,0
16007057,0
16012563,0
16021373,0
16022985,0
16027971,0
16037330,0
16049246,0
16073692,0
16075841,0
16157778,0
16171243,0
16174733,0
16174997,0
16175315,0
16175676,0
16175883,0
16191840,0
16194072,0
16226024,0
16232314,0
16246487,214300427
16246768,0
16260523,0
16282102,0
16293797,0
16296555,0
16296879,0
16305042,0
16335119,0
16343535,0
16377551,0
16379606,0
16386086,0
16391635,0
16399179,0
16399954,0
16419002,0
16443131,0
16491690,0
16519340,0
16524014,0
16525620,0
16530705,0
16569874,0
16572352,0
16573133,0
16576029,0
16579310,0
16587763,0
16598316,0
16613121,0
16613456,0
16617513,0
16617519,0
16618662,0
16629965,0
16631090,0
16635710,0
16643222,0
16647556,0
16666326,0
16666500,0
16678431,0
16678492,0
16680589,102125116
16687218,0
16718470,0
16727400,0
16727847,0
16732622,0
16732896,214094512
16754714,0
16763244,0
16764055,0
16797946,0
16801010,0
16813344,0
16850195,0
16860220,0
16864285,0
16872255,0
16875892,0
16876197,0
16909708,0
16911785,0
16915548,0
16957045,0
16973878,0
16980173,0
16985871,0
17011899,115994773
17012112,0
17013217,0
17020208,0
17025264,0
17030485,0
17032156,0
17072451,0
17074854,0
17079611,0
17088210,0
17106527,0
17173058,0
17174494,0
17195716,0
17205119,0
17212658,107170776
17217629,0
17219984,154495684
17236176,0
17239015,0
17241257,0
17243348,0
17256647,0
17287844,0
17312368,0
17313814,0
17335851,0
17347918,0
17381012,0
17424566,0
17429452,0
17443033,0
17445114,0
17469117,0
17483140,0
17508347,0
17563155,0
17594493,0
17594538,0
17604335,0
17628187,0
17637832,0
17651150,0
17674116,0
17678304,0
17690724,0
17740225,0
17749654,0
17780650,0
17816159,0
17823595,0
17824459,0
17838524,0
17842027,0
17861026,0
17900571,0
17908751,0
17911218,0
17914686,0
17918802,0
17922709,0
17939870,0
17965099,0
18083587,0
18092986,0
18102456,0
18103392,0
18110403,0
18140359,0
18162078,0
18173522,0
18174855,0
18177704,0
18185692,0
18190345,89014205
18219559,0
18229789,192400689
18254273,0
18268481,0
18289354,0
18307075,0
18311141,0
18316510,0
18354006,0
18358225,0
18374409,0
18378421,0
18381281,0
18449729,0
18451430,0
18487308,0
18546553,0
18552153,0
18584105,0
18584244,0
18584284,0
18584363,0
18610581,0
18640536,0
18653929,0
18654190,0
18654294,0
18671802,0
18672068,0
18689627,0
18690987,0
18696199,0
18718983,0
18723020,0
18741492,0
18746326,0
18758200,0
18784557,0
18784700,0
18784747,0
18784836,0
18784939,0
18784986,0
18785085,0
18785091,0
18789051,0
18794361,0
18794384,0
18794513,0
18796143,0
18796234,0
18796328,0
18799352,0
18821148,0
18852163,0
18852277,0
18874944,0
19001607,0
19041109,0
19051363,0
19051557,0
19051639,0
19051703,0
19051757,0
19051805,0
19051912,0
19051942,0
19052512,0
19052728,2824209
19056260,0
19058795,0
19063555,0
19067193,0
19067238,0
19067285,0
19067307,0
19067356,0
19067433,0
19067694,0
19067988,0
19068020,0
19068073,0
19068115,0
19083596,0
19102883,0
19111047,0
19123899,0
19130939,0
19131303,0
19136784,0
19147626,0
19174198,0
19175905,0
19216692,0
19275595,0
19279992,0
19345882,0
19401619,0
19406753,0
19414894,0
19437068,0
19508558,0
19511619,0
19517813,0
19562560,0
19637080,0
19664894,0
19671464,0
19678369,0
19683354,0
19686714,0
19701788,0
19702041,0
19702263,0
19702877,0
19711519,0
19753598,0
19754095,0
19754628,0
19761496,0
19772661,0
19779086,0
19785711,0
19811109,0
19811306,0
19811463,0
19811528,0
19829283,0
19842452,0
19849039,0
19851597,0
19922767,0
19966156,0
20000990,0
20025878,0
20029936,0
20041367,0
20046450,0
20047492,0
20062898,0
20084937,0
20101539,0
20131677,0
20150355,0
20154012,0
20173411,0
20175892,0
20180087,0
20229320,0
20232174,0
20236367,0
20238199,0
20273220,0
20275270,0
20299737,0
20334807,0
20363774,0
20380176,0
20452127,0
20453286,0
20453335,0
20453391,0
20466100,0
20468683,0
20469877,0
20476788,0
20502097,0
20522747,170673735
20545947,0
20577717,0
20591056,0
20595563,0
20644887,0
20647785,0
20660177,0
20672757,0
20680994,0
20688311,0
20720050,0
20748531,0
20767172,0
20774891,0
20813973,0
20880331,0
20913591,0
20933883,0
20997400,0
21003104,0
21004222,0
21005261,0
21030308,0
21033357,0
21033403,0
21033575,0
21036231,0
21088866,0
21089821,0
21090868,0
21108609,0
21111285,0
21221496,0
21222256,0
21222538,0
21222675,0
21223127,0
21245698,0
21252442,0
21253984,0
21258967,0
21317378,0
21402740,0
21474926,0
21508218,0
21512331,0
21533756,0
21534934,0
21596473,0
21601734,0
21602170,0
21602317,0
21605306,0
21612156,0
21668825,0
21672386,0
21725569,0
21757241,0
21757274,0
21757305,0
21759468,0
21768773,0
21806680,0
21889014,0
21969619,0
21976491,0
21992220,0
22056679,0
22065382,0
22069582,0
22072368,0
22074045,0
22132975,0
22165953,0
22211521,0
22220410,0
22254816,0
22284615,0
22357754,0
22499676,0
22500497,0
22502375,0
22581305,0
22584608,0
22587672,0
22638300,0
22656521,0
22658223,0
22662981,0
22663211,0
22666458,0
22703506,0
22732794,0
22754767,0
22759304,0
22765731,0
22771783,0
22800308,99997899
22829005,0
22848889,0
22884785,0
22886785,0
22917777,0
22973139,0
22976677,0
22997468,0
23028693,0
23029781,0
23076960,0
23077028,0
23078312,0
23130711,0
23154453,0
23165478,0
23194164,0
23203705,0
23234500,0
23249176,0
23255399,0
23255503,0
23282011,0
23304655,0
23326134,0
23334427,0
23345071,0
23357692,0
23374993,0
23379082,0
23389207,0
23421119,0
23489125,0
23525333,0
23611003,0
23700664,0
23714713,0
23750501,0
23790395,0
23811567,0
23832579,0
23848433,0
23921915,0
23925938,0
23934541,0
23958390,0
24008870,0
24013303,0
24013881,0
24029939,0
24037698,0
24084841,0
24362688,0
24394810,0
24395028,0
24418401,0
24422839,0
24423087,0
24426474,0
24428497,0
24441028,0
24445753,0
24515275,0
24562558,0
24648049,0
24654273,0
24676485,0
24756972,0
24759976,0
24762993,0
24803639,0
24804900,0
24889256,0
24889654,0
24930714,0
24965613,0
25146625,0
25199657,0
25199892,0
25199934,0
25200003,0
25202246,0
25217673,0
25229093,0
25233400,0
25239958,0
25346375,0
25346638,0
25435039,0
25467973,0
25477705,0
25517549,0
25547805,0
25561831,0
25578031,0
25579159,0
25597054,0
25599171,0
25608971,0
25609138,0
25613839,0
25613882,0
25613900,0
25613943,0
25613963,0
25613981,0
25614013,0
25675530,0
25745311,0
25800631,0
25802117,0
25851355,0
25865684,0
25875186,0
25889533,0
25924280,0
25941987,0
25950076,0
25958795,0
25958852,0
25958872,0
25959613,0
25962479,0
25984936,0
26007497,0
26008488,0
26009494,0
26030484,0
26056025,0
26084019,0
26093656,0
26093752,0
26093821,0
26093863,0
26094023,0
26097555,0
26106571,0
26145532,0
26167120,0
26167337,0
26167835,0
26169064,0
26184032,0
26213989,0
26214078,0
26218382,0
26224485,0
26224593,0
26224631,0
26224654,0
26234878,0
26234966,0
26235227,0
26235302,0
26287816,0
26299009,0
26316652,0
26338099,0
26372758,0
26387213,0
26399806,0
26432438,0
26451002,0
26457515,0
26457520,0
26490116,0
26511480,0
26512965,0
26513810,0
26519437,0
26519477,0
26519520,0
26522856,0
26525054,0
26527217,0
26538453,0
26566846,0
26598345,0
26598379,0
26600235,0
26633086,0
26633463,0
26636850,0
26637605,0
26637639,0
26665331,0
26681577,0
26696452,0
26707767,0
26751251,0
26889378,0
26952958,0
26958215,0
26968384,0
26971929,0
26974701,0
26974739,0
26974952,0
26975191,0
26975450,0
26976846,0
27015534,188025647
27021575,0
27051186,0
27086670,0
27094877,0
27094947,0
27104463,0
27121294,0
27121470,0
27121667,183926374
27121834,0
27121976,0
27122064,0
27122110,0
27144238,0
27185211,0
27188418,0
27198169,0
27200317,0
27221309,0
27301695,0
27306250,0
27373172,0
27373250,0
27377455,0
27416923,0
27430391,0
27430506,0
27430595,0
27467860,0
27469867,0
27476241,174145893
27482186,0
27506723,0
27508363,0
27517901,0
27533674,0
27538208,0
27552130,0
27573813,0
27579791,0
27641505,0
27657297,0
27664540,0
27671688,0
27672923,0
27698983,0
27745261,0
27842629,0
27855933,0
27868634,0
27879743,0
27926203,0
27959629,0
27964265,0
27970776,0
27971736,0
27972653,0
27976951,0
27987005,0
27987240,192785138
27990883,0
27996819,0
27998060,0
28051451,0
28051518,0
28051593,0
28051929,0
28055313,0
28064341,0
28079408,0
28079637,0
28079679,0
28084506,0
28086953,0
28090015,0
28090352,0
28090426,0
28090512,0
28090612,0
28090664,0
28090800,0
28090949,0
28091082,0
28091290,0
28091913,0
28102092,0
28122674,0
28135794,0
28145398,0
28148294,0
28159485,0
28161625,0
28161992,0
28164228,0
28164269,0
28179243,0
28180460,0
28180570,0
28225599,0
28252403,0
28274723,0
28275409,0
28287742,0
28326349,0
28337387,0
28347979,0
28355914,0
28378486,0
28465178,0
28519376,0
28540656,0
28572330,0
28590605,0
28591609,0
28593636,0
28610570,0
28619747,0
28622157,0
28679855,0
28714108,0
28748863,0
28773787,144248285
28777039,0
28794357,0
28796969,0
28802011,0
28802071,0
28802113,0
28803360,0
28808878,0
28812434,0
28812758,0
28812820,0
28812867,199416406
28812922,0
28858534,0
28876675,0
28884208,0
28886341,0
28905775,0
28943668,0
28949908,0
28966410,0
28973124,0
28983203,0
28983357,0
28986888,0
29004033,0
29056338,0
29194590,0
29238058,0
29238145,0
29238238,15861876
29238322,0
29238412,0
29238486,0
29300810,0
29302231,0
29354901,0
29391773,0
29394216,0
29411463,0
29446155,0
29523909,0
29549726,0
29552279,0
29561577,0
29562478,0
29562621,0
29569880,0
29624631,0
29630037,0
29641888,0
29650418,138388930
29652480,0
29652577,0
29652603,0
29709529,0
29803631,0
29837636,0
29908993,0
29930822,0
29934289,0
29941975,0
29943205,0
29945399,0
29961689,0
29970617,0
29973792,0
29974342,0
29975426,0
29976512,0
29976637,0
29979455,107641182
29987248,0
30101615,0
30101748,0
30101879,0
30101998,0
30109246,0
30136571,0
30155663,0
30225410,0
30235100,0
30235452,0
30243532,0
30251815,0
30317870,0
30321491,0
30321827,0
30336969,0
30337244,0
30349256,0
30353503,0
30357402,0
30407258,0
30407321,0
30407354,0
30407397,0
30407453,0
30411817,0
30415582,0
30447443,0
30534082,0
30572430,0
30573506,0
30730528,0
30740667,0
30740749,0
30740799,0
30740877,79239008
30740915,0
30758590,0
30762706,0
30835648,0
30870545,0
30870624,0
30875067,0
30876744,0
30879090,0
30892927,0
30926528,0
30949468,0
30958686,0
30964205,0
30988457,0
30988921,0
30989218,0
30995871,0
31034387,0
31102543,0
31102571,0
31108730,0
31165845,0
31179330,0
31325414,0
31435706,0
31460514,0
31477215,0
31500153,0
31504973,0
31510663,0
31513775,0
